campaign_id,date,day_of_week,platform,objective,daily_budget,bid_strategy,audience_size,geo_regions,age_range_width,interests_count,lookalike_used,retargeting,creative_count,video_creative,creative_age_days,spend,impressions,clicks,ctr,cpc,conversions,cvr,revenue,roas,cpa,cpm,landing_page_score,relevance_score
CAMP_00002,2026-01-17,5,tiktok,app_installs,250,cost_cap,751845,6,30,0,0,0,7,1,48,237.33,42348,462,1.0913,0.51,49.88,10.7925,5970.76,25.158,4.76,5.6,5.68,7.45
CAMP_00002,2026-01-18,6,tiktok,app_installs,250,cost_cap,751845,6,30,0,0,0,7,1,48,235.1,30497,158,0.521,1.48,5.38,3.3867,607.48,2.5839,43.69,7.71,6.53,9.36
CAMP_00003,2025-12-20,5,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,96.72,5711,65,1.1387,1.49,6.2,9.5381,958.08,9.9053,15.59,16.93,5.84,5.87
CAMP_00003,2025-12-21,6,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,91.26,9399,85,0.9077,1.07,9.05,10.604,207.34,2.272,10.09,9.71,9.11,8.93
CAMP_00003,2025-12-22,0,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,74.44,7097,145,2.0535,0.51,6.97,4.7832,596.92,8.019,10.68,10.49,7.03,9.98
CAMP_00003,2025-12-23,1,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,72.51,6041,129,2.1468,0.56,3.45,2.6626,105.42,1.4538,21.0,12.0,6.48,4.01
CAMP_00003,2025-12-24,2,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,70.26,3354,47,1.4092,1.49,3.88,8.2124,304.14,4.329,18.1,20.94,9.87,9.14
CAMP_00003,2025-12-25,3,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,74.88,4144,66,1.6141,1.12,2.66,3.9779,68.29,0.912,28.14,18.07,6.73,4.25
CAMP_00003,2025-12-26,4,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,77.01,10007,164,1.6442,0.47,4.8,2.9203,648.04,8.4152,16.03,7.7,9.37,4.76
CAMP_00003,2025-12-27,5,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,97.18,6806,126,1.8587,0.77,4.61,3.6403,452.95,4.661,21.1,14.28,6.83,9.83
CAMP_00003,2025-12-28,6,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,80.83,4845,61,1.2761,1.31,5.1,8.2406,707.46,8.7525,15.86,16.68,9.78,7.82
CAMP_00003,2025-12-29,0,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,88.37,9171,127,1.3849,0.7,12.65,9.9619,367.93,4.1638,6.98,9.63,5.11,6.52
CAMP_00003,2025-12-30,1,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,81.25,4948,114,2.31,0.71,2.67,2.3324,232.16,2.8573,30.48,16.42,5.27,8.91
CAMP_00003,2025-12-31,2,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,95.56,11563,255,2.2109,0.37,16.11,6.3014,1039.77,10.8809,5.93,8.26,9.2,6.61
CAMP_00003,2026-01-01,3,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,74.55,3782,85,2.2666,0.87,5.89,6.8725,189.5,2.542,12.65,19.71,5.67,7.13
CAMP_00003,2026-01-02,4,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,75.88,4381,58,1.3446,1.29,4.62,7.8448,130.29,1.717,16.42,17.32,7.87,7.69
CAMP_00003,2026-01-03,5,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,89.38,7313,166,2.2716,0.54,3.02,1.8205,161.45,1.8063,29.55,12.22,6.81,9.96
CAMP_00003,2026-01-04,6,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,91.9,7983,81,1.0157,1.13,9.11,11.2383,540.03,5.8765,10.08,11.51,9.09,9.39
CAMP_00003,2026-01-05,0,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,98.28,6324,44,0.7055,2.2,5.13,11.4985,434.73,4.4234,19.16,15.54,5.65,7.43
CAMP_00003,2026-01-06,1,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,95.44,6641,64,0.9673,1.49,6.28,9.775,222.71,2.3336,15.2,14.37,5.21,6.52
CAMP_00003,2026-01-07,2,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,90.34,6193,106,1.7227,0.85,7.2,6.7486,650.02,7.1954,12.55,14.59,9.92,9.13
CAMP_00003,2026-01-08,3,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,73.34,7165,73,1.0193,1.0,2.32,3.1714,97.12,1.3242,31.66,10.24,7.78,8.47
CAMP_00003,2026-01-09,4,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,74.71,4315,46,1.0707,1.62,2.99,6.4688,645.7,8.6428,25.0,17.31,7.92,5.29
CAMP_00003,2026-01-10,5,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,99.98,8832,89,1.0083,1.12,6.74,7.5645,231.53,2.3156,14.84,11.32,9.9,8.11
CAMP_00003,2026-01-11,6,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,80.5,4488,73,1.6302,1.1,4.79,6.5407,80.78,1.0035,16.82,17.93,8.34,6.37
CAMP_00003,2026-01-12,0,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,85.2,10612,183,1.7296,0.46,5.43,2.9581,381.44,4.4769,15.69,8.03,7.53,6.48
CAMP_00003,2026-01-13,1,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,73.16,8087,61,0.7573,1.19,1.7,2.7703,54.54,0.7455,43.11,9.05,7.9,4.3
CAMP_00003,2026-01-14,2,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,85.71,11023,103,0.9347,0.83,10.31,10.0007,286.08,3.3376,8.32,7.78,7.21,8.29
CAMP_00003,2026-01-15,3,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,96.0,8735,73,0.8365,1.31,1.43,1.9575,136.55,1.4224,67.11,10.99,8.95,7.61
CAMP_00003,2026-01-16,4,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,87.12,7874,133,1.6895,0.65,3.24,2.4334,179.03,2.0551,26.91,11.06,9.44,4.58
CAMP_00003,2026-01-17,5,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,81.67,6988,111,1.5986,0.73,3.22,2.8839,341.28,4.1785,25.35,11.69,6.9,4.76
CAMP_00003,2026-01-18,6,meta,app_installs,100,target_cost,27017775,2,10,8,0,0,5,0,12,98.46,4721,61,1.2985,1.61,5.24,8.5543,157.39,1.5986,18.77,20.85,6.2,5.52
CAMP_00004,2025-12-20,5,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,102.77,8099,203,2.5099,0.51,2.13,1.0502,75.38,0.7335,48.14,12.69,9.81,6.14
CAMP_00004,2025-12-21,6,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,90.84,10019,95,0.9566,0.95,0.31,0.3187,61.65,0.6787,297.37,9.07,6.01,5.87
CAMP_00004,2025-12-22,0,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,94.34,6912,143,2.0759,0.66,1.67,1.1649,170.42,1.8064,56.44,13.65,8.56,7.99
CAMP_00004,2025-12-23,1,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,89.84,7537,86,1.1421,1.04,0.98,1.1433,35.07,0.3903,91.29,11.92,7.6,9.78
CAMP_00004,2025-12-24,2,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,74.6,7992,94,1.1811,0.79,0.31,0.3304,9.64,0.1293,239.21,9.33,6.84,6.88
CAMP_00004,2025-12-25,3,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,98.32,11600,257,2.222,0.38,2.47,0.9568,4990.54,50.7605,39.86,8.48,9.46,4.53
CAMP_00004,2025-12-26,4,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,92.48,5328,75,1.4199,1.22,0.94,1.2454,19.34,0.2091,98.15,17.36,9.61,7.16
CAMP_00004,2025-12-27,5,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,93.2,5164,141,2.7379,0.66,1.77,1.2531,76.28,0.8184,52.6,18.05,6.46,5.5
CAMP_00004,2025-12-28,6,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,101.68,11599,83,0.7221,1.21,0.41,0.4953,26.27,0.2584,245.1,8.77,5.96,9.47
CAMP_00004,2025-12-29,0,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,97.52,6623,53,0.813,1.81,0.34,0.6381,10.11,0.1036,283.83,14.72,5.25,8.18
CAMP_00004,2025-12-30,1,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,97.06,6372,136,2.1369,0.71,1.51,1.1083,63.47,0.6539,64.31,15.23,8.86,6.59
CAMP_00004,2025-12-31,2,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,92.13,7617,131,1.7311,0.7,0.85,0.641,102.26,1.1099,109.01,12.1,5.17,4.05
CAMP_00004,2026-01-01,3,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,72.8,3634,63,1.7497,1.14,0.23,0.3545,13.02,0.1788,322.9,20.03,7.3,8.84
CAMP_00004,2026-01-02,4,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,78.49,10857,202,1.8661,0.39,0.5,0.2479,71.79,0.9146,156.26,7.23,7.99,5.96
CAMP_00004,2026-01-03,5,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,93.44,5799,79,1.3676,1.18,0.36,0.4542,34.11,0.365,259.36,16.11,6.81,4.04
CAMP_00004,2026-01-04,6,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,89.1,5461,42,0.7866,2.07,0.41,0.9468,12.82,0.1439,219.07,16.31,7.43,7.42
CAMP_00004,2026-01-05,0,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,87.26,9463,100,1.0619,0.87,0.23,0.2274,56.5,0.6474,381.79,9.22,6.13,9.49
CAMP_00004,2026-01-06,1,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,96.44,4526,117,2.5875,0.82,1.31,1.1148,9.26,0.096,73.87,21.31,8.0,4.42
CAMP_00004,2026-01-07,2,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,97.26,8910,233,2.6157,0.42,2.33,1.0014,145.56,1.4966,41.67,10.91,9.76,9.48
CAMP_00004,2026-01-08,3,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,93.09,9551,132,1.3911,0.7,1.42,1.0716,251.54,2.702,65.38,9.75,9.75,8.52
CAMP_00004,2026-01-09,4,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,98.46,5498,44,0.8028,2.23,0.23,0.5282,6.26,0.0636,422.31,17.91,5.36,5.98
CAMP_00004,2026-01-10,5,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,81.87,5524,98,1.7863,0.83,0.22,0.2194,36.06,0.4405,378.12,14.82,6.1,6.97
CAMP_00004,2026-01-11,6,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,93.75,5758,126,2.2008,0.74,1.63,1.2834,101.6,1.0837,57.64,16.28,8.58,7.59
CAMP_00004,2026-01-12,0,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,89.57,4376,47,1.094,1.87,0.41,0.866,20.56,0.2296,216.0,20.46,5.71,9.15
CAMP_00004,2026-01-13,1,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,79.41,5207,67,1.2869,1.19,0.25,0.3705,39.63,0.4991,319.88,15.25,9.11,8.71
CAMP_00004,2026-01-14,2,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,93.92,6010,77,1.2817,1.22,0.35,0.4523,38.61,0.4111,269.6,15.63,6.24,6.72
CAMP_00004,2026-01-15,3,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,72.89,7727,152,1.9721,0.48,1.2,0.7866,118.09,1.6201,60.8,9.43,8.33,8.3
CAMP_00004,2026-01-16,4,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,93.67,9340,98,1.0553,0.95,0.69,0.6972,79.47,0.8484,136.3,10.03,5.82,9.55
CAMP_00004,2026-01-17,5,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,104.5,8813,135,1.5404,0.77,0.69,0.5067,154.59,1.4793,151.91,11.86,5.89,6.35
CAMP_00004,2026-01-18,6,meta,awareness,100,lowest_cost,6582271,7,20,4,1,1,1,1,9,108.04,8814,136,1.5504,0.79,0.36,0.2649,31.08,0.2877,298.46,12.26,9.62,9.69
CAMP_00005,2025-12-20,5,meta,conversions,100,lowest_cost,63939,2,20,9,0,0,2,1,4,87.59,4843,126,2.6165,0.69,6.94,5.4754,409.17,4.6713,12.62,18.08,8.64,5.78
CAMP_00005,2025-12-21,6,meta,conversions,100,lowest_cost,63939,2,20,9,0,0,2,1,4,99.74,7110,120,1.6882,0.83,3.4,2.8317,251.37,2.5203,29.34,14.03,5.83,6.69
CAMP_00005,2025-12-22,0,meta,conversions,100,lowest_cost,63939,2,20,9,0,0,2,1,4,80.71,6947,91,1.321,0.88,5.83,6.3472,1394.34,17.2761,13.85,11.62,5.39,8.68
CAMP_00005,2025-12-23,1,meta,conversions,100,lowest_cost,63939,2,20,9,0,0,2,1,4,94.79,5898,158,2.6854,0.6,11.59,7.3164,511.46,5.3959,8.18,16.07,9.0,5.43
CAMP_00005,2025-12-24,2,meta,conversions,100,lowest_cost,63939,2,20,9,0,0,2,1,4,78.93,4129,98,2.3732,0.81,1.05,1.0757,82.79,1.0489,74.87,19.11,8.0,8.21
CAMP_00005,2025-12-25,3,meta,conversions,100,lowest_cost,63939,2,20,9,0,0,2,1,4,96.95,10122,148,1.4714,0.65,4.03,2.7053,629.7,6.495,24.06,9.58,9.16,8.09
CAMP_00005,2025-12-26,4,meta,conversions,100,lowest_cost,63939,2,20,9,0,0,2,1,4,87.93,5981,74,1.2532,1.17,2.34,3.1275,179.61,2.0426,37.51,14.7,8.67,7.07
CAMP_00005,2025-12-27,5,meta,conversions,100,lowest_cost,63939,2,20,9,0,0,2,1,4,99.1,4889,105,2.1627,0.94,1.5,1.4174,147.89,1.4923,66.12,20.27,5.76,4.16
CAMP_00005,2025-12-28,6,meta,conversions,100,lowest_cost,63939,2,20,9,0,0,2,1,4,78.74,7522,98,1.3043,0.8,4.15,4.2293,377.87,4.7992,18.97,10.47,8.71,4.1
CAMP_00005,2025-12-29,0,meta,conversions,100,lowest_cost,63939,2,20,9,0,0,2,1,4,89.73,4500,89,1.992,1.0,5.66,6.3104,195.69,2.1808,15.86,19.94,8.06,7.91
CAMP_00005,2025-12-30,1,meta,conversions,100,lowest_cost,63939,2,20,9,0,0,2,1,4,74.48,8280,116,1.4106,0.64,6.26,5.3584,718.56,9.6474,11.9,8.99,6.54,5.93
