date,platform,account_id,geo,currency,fx_to_usd,campaign_id,adset_id,ad_id,creative_id,audience_id,vertical,objective,funnel_stage,device,placement,bid_strategy,daily_budget,spend,spend_usd,impressions,clicks,ctr,cpm,cpc,conversions_total,leads,purchases,add_to_cart,initiate_checkout,revenue,revenue_usd,roas,video_views,video_2s_views,video_6s_views,engagements,installs,emq_score,pixel_health_score,signal_strength_score,creative_fatigue_score,budget_pacing_ratio,learning_phase,roas_alert,emq_degraded_flag,anomaly_flag,auto_resolve_applied,conv_1d_click,conv_7d_click,conv_1d_view,label_next_7d_roas,label_next_7d_conversions,predicted_ctr,predicted_cvr,predicted_roas,search_impr_share,quality_score,avg_position_est
2025-11-13,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,25.73,23.0,74.76,4100,59,0.01515,5.4,0.39,3,0,3,3,4,321.53,1044.98,13.978,0,0,0,27,0,75.5,87.0,78,9,0.894,Limited,0,0,0,0,2,2,0,2.128,4,0.01533,0.01176,12.719,,,
2025-11-14,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,28.64,29.55,96.05,5433,74,0.01382,5.39,0.4,6,0,6,11,10,292.25,949.82,9.889,0,0,0,20,0,69.2,87.0,65,12,1.032,Limited,0,0,0,0,3,5,1,3.53,3,0.01392,0.01091,11.024,,,
2025-11-15,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,27.08,28.84,93.74,4941,77,0.01711,5.52,0.37,1,0,1,2,1,120.23,390.75,4.169,0,0,0,32,0,63.3,87.0,63,15,1.065,Limited,0,0,0,0,0,0,0,2.604,1,0.0172,0.0118,2.988,,,
2025-11-16,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,23.27,21.39,69.51,3995,62,0.01392,5.39,0.34,3,0,3,8,4,700.03,2275.09,32.729,0,0,0,21,0,75.0,87.0,79,8,0.919,Limited,0,0,0,0,1,2,0,2.82,1,0.01089,0.01467,15.0,,,
2025-11-17,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,26.04,27.53,89.48,5484,76,0.01327,5.43,0.36,0,0,0,0,0,0.0,0.0,0.0,0,0,0,41,0,78.6,87.0,72,9,1.057,Limited,0,0,0,0,0,0,0,2.6,0,0.01269,0.01244,0.0,,,
2025-11-18,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,27.12,24.13,78.43,4428,73,0.01512,5.33,0.33,1,0,1,2,1,126.55,411.3,5.244,0,0,0,25,0,74.3,87.0,67,17,0.89,Limited,0,0,0,0,0,0,0,2.794,0,0.016,0.01698,3.837,,,
2025-11-19,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,25.56,21.53,69.98,4140,58,0.0151,5.57,0.37,1,0,1,1,1,132.88,431.85,6.171,0,0,0,18,0,70.4,87.0,64,21,0.842,Limited,0,0,0,0,0,0,0,2.481,1,0.01259,0.00881,7.267,,,
2025-11-20,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,25.13,23.29,75.68,4899,68,0.01323,5.2,0.34,2,0,2,4,3,172.53,560.73,7.41,0,0,0,16,0,79.7,87.0,84,20,0.927,Limited,0,0,0,0,0,1,0,2.338,2,0.01524,0.00872,9.164,,,
2025-11-21,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,26.16,28.18,91.57,5749,85,0.01336,5.22,0.33,3,0,3,7,3,163.0,529.73,5.785,0,0,0,26,0,67.3,87.0,64,27,1.077,Limited,0,0,0,0,1,2,0,2.044,3,0.01225,0.0151,6.859,,,
2025-11-22,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,24.86,24.02,78.07,4803,57,0.01336,5.32,0.42,0,0,0,0,0,0.0,0.0,0.0,0,0,0,30,0,69.2,87.0,71,22,0.966,Limited,1,0,0,0,0,0,0,2.023,0,0.01157,0.014,0.0,,,
2025-11-23,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,24.69,23.65,76.87,4259,55,0.01343,5.35,0.43,2,0,2,5,2,204.18,663.58,8.632,0,0,0,32,0,74.1,87.0,74,17,0.958,Limited,0,0,0,0,1,1,0,2.394,2,0.01168,0.01305,8.48,,,
2025-11-24,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,22.73,23.87,77.57,4932,70,0.01321,5.31,0.34,2,0,2,3,2,330.54,1074.27,13.849,0,0,0,33,0,59.6,87.0,79,29,1.05,Limited,0,0,0,0,0,1,0,1.616,2,0.01361,0.01608,15.0,,,
2025-11-25,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,28.49,24.09,78.31,4350,53,0.01223,5.48,0.45,0,0,0,0,0,0.0,0.0,0.0,0,0,0,12,0,86.1,87.0,84,29,0.846,Limited,0,0,0,0,0,0,0,2.639,0,0.01266,0.01616,0.07,,,
2025-11-26,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,23.29,23.19,75.37,4865,58,0.01067,5.21,0.4,1,0,1,1,1,207.6,674.68,8.951,0,0,0,22,0,62.4,87.0,77,25,0.996,Limited,0,0,0,0,0,0,0,2.524,0,0.01054,0.01197,10.922,,,
2025-11-27,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,25.56,28.89,93.89,5471,66,0.01263,5.4,0.44,2,0,2,5,3,400.31,1301.0,13.857,0,0,0,36,0,75.6,87.0,80,26,1.13,Limited,0,0,0,0,0,1,0,2.198,1,0.0144,0.01104,14.995,,,
2025-11-28,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,22.07,22.57,73.35,3888,56,0.01375,5.4,0.4,0,0,0,0,0,0.0,0.0,0.0,0,0,0,13,0,78.2,87.0,67,28,1.022,Limited,0,0,0,0,0,0,0,2.427,0,0.01265,0.01235,0.0,,,
2025-11-29,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,21.42,25.12,81.64,4516,52,0.01272,5.4,0.48,0,0,0,0,0,0.0,0.0,0.0,0,0,0,28,0,71.9,87.0,75,27,1.173,Limited,0,0,0,0,0,0,0,2.28,0,0.01475,0.01429,0.293,,,
2025-11-30,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,21.05,19.52,63.43,3687,49,0.01334,5.48,0.4,2,0,2,4,3,284.75,925.44,14.589,0,0,0,15,0,74.3,87.0,77,31,0.927,Limited,0,0,0,0,1,1,0,2.398,2,0.01304,0.01567,14.773,,,
2025-12-01,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,24.11,26.88,87.35,4972,57,0.01311,5.55,0.47,0,0,0,0,0,0.0,0.0,0.0,0,0,0,12,0,89.0,87.0,71,27,1.115,Limited,0,0,0,0,0,0,0,2.404,0,0.01469,0.01512,0.0,,,
2025-12-02,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,20.28,18.84,61.24,3645,52,0.0128,5.42,0.36,1,0,1,1,1,161.89,526.13,8.592,0,0,0,15,0,71.1,87.0,66,26,0.929,Limited,0,0,0,0,0,0,0,3.315,1,0.01181,0.01132,7.593,,,
2025-12-03,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,27.43,25.31,82.25,4880,54,0.01044,5.2,0.47,1,0,1,2,1,178.97,581.64,7.071,0,0,0,6,0,73.8,87.0,68,31,0.923,Limited,0,0,0,0,0,0,0,2.285,1,0.00972,0.00865,5.573,,,
2025-12-04,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,24.0,27.53,89.49,4929,77,0.01529,5.44,0.36,1,0,1,2,1,59.75,194.19,2.17,0,0,0,20,0,78.3,87.0,77,33,1.147,Limited,0,0,0,0,0,0,0,2.144,1,0.01221,0.01137,2.598,,,
2025-12-05,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,20.07,20.3,65.97,3572,33,0.01057,5.49,0.62,0,0,0,0,0,0.0,0.0,0.0,0,0,0,18,0,78.3,87.0,86,32,1.012,Limited,0,0,0,0,0,0,0,1.993,0,0.01044,0.01691,0.0,,,
2025-12-06,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,23.43,28.89,93.88,5312,82,0.01444,5.34,0.35,2,0,2,5,2,296.22,962.7,10.254,0,0,0,41,0,72.5,87.0,80,38,1.233,Limited,0,0,0,0,0,1,0,1.541,1,0.0146,0.01514,11.308,,,
2025-12-07,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,20.44,21.69,70.51,3847,50,0.0119,5.56,0.43,3,0,3,4,4,213.39,693.51,9.836,0,0,0,17,0,77.5,87.0,80,37,1.061,Limited,0,0,0,0,1,2,0,3.073,2,0.01351,0.01019,10.265,,,
2025-12-08,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,25.98,26.49,86.11,4593,55,0.0117,5.62,0.48,0,0,0,0,0,0.0,0.0,0.0,0,0,0,17,0,70.0,87.0,64,37,1.02,Limited,0,0,0,0,0,0,0,3.083,0,0.01246,0.00766,0.0,,,
2025-12-09,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,21.33,22.12,71.88,4244,64,0.01468,5.49,0.35,2,0,2,3,2,342.2,1112.16,15.472,0,0,0,18,0,58.5,87.0,63,12,1.037,Limited,0,0,0,0,0,1,0,1.916,2,0.01538,0.01952,15.0,,,
2025-12-10,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,26.84,24.05,78.16,5038,80,0.01468,5.22,0.3,1,0,1,1,1,91.74,298.15,3.814,0,0,0,29,0,73.1,87.0,72,11,0.896,Limited,0,0,0,0,0,0,0,2.487,0,0.01267,0.01957,2.962,,,
2025-12-11,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,28.45,32.02,104.08,6347,113,0.01621,5.21,0.28,4,1,4,5,6,316.71,1029.3,9.89,0,0,0,46,0,81.6,87.0,69,16,1.126,Limited,0,0,0,0,1,3,0,3.101,3,0.01733,0.01883,7.718,,,
2025-12-12,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,20.86,25.23,82.0,4557,65,0.01325,5.35,0.39,1,0,1,1,1,91.97,298.91,3.645,0,0,0,29,0,77.7,87.0,70,13,1.21,Limited,0,0,0,0,0,0,0,3.486,1,0.01108,0.01031,3.436,,,
2025-12-13,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,23.68,29.17,94.82,5619,84,0.01495,5.58,0.35,1,0,1,2,1,170.64,554.58,5.849,0,0,0,20,0,71.2,87.0,74,18,1.232,Limited,0,0,0,0,0,0,0,3.181,0,0.01479,0.01372,6.483,,,
2025-12-14,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,27.73,27.57,89.59,5503,85,0.01464,5.51,0.32,0,0,0,0,0,0.0,0.0,0.0,0,0,0,33,0,71.1,87.0,74,8,0.994,Limited,0,0,0,0,0,0,0,2.475,0,0.01432,0.00868,0.0,,,
2025-12-15,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,22.05,20.99,68.21,3693,61,0.0149,5.39,0.34,1,0,1,2,1,111.28,361.64,5.302,0,0,0,14,0,82.1,87.0,71,14,0.952,Limited,0,0,0,0,0,0,0,2.171,0,0.01538,0.01475,5.551,,,
2025-12-16,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,22.01,20.86,67.79,4109,56,0.01422,5.19,0.37,0,0,0,0,0,0.0,0.0,0.0,0,0,0,18,0,75.6,87.0,75,18,0.948,Limited,0,0,0,0,0,0,0,2.321,0,0.01244,0.01561,0.0,,,
2025-12-17,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,23.67,21.77,70.77,3758,60,0.01475,5.48,0.36,0,0,0,0,0,0.0,0.0,0.0,0,0,0,19,0,68.5,87.0,80,23,0.92,Limited,1,1,0,0,0,0,0,2.705,0,0.01478,0.01459,0.0,,,
2025-12-18,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,24.22,23.15,75.25,4171,47,0.01201,5.33,0.49,2,0,2,4,3,440.34,1431.11,19.018,0,0,0,31,0,72.7,87.0,72,27,0.956,Limited,0,0,0,0,0,1,0,2.742,1,0.0126,0.01039,14.478,,,
2025-12-19,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,20.58,21.72,70.59,3747,63,0.01728,5.44,0.34,2,0,2,2,3,202.67,658.68,9.331,0,0,0,22,0,73.9,87.0,65,26,1.055,Limited,0,0,0,0,1,1,0,2.372,1,0.01696,0.01501,9.051,,,
2025-12-20,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,20.07,21.74,70.67,4219,54,0.01199,5.51,0.4,0,0,0,0,0,0.0,0.0,0.0,0,0,0,22,0,82.1,87.0,83,24,1.084,Limited,0,0,0,0,0,0,0,3.068,0,0.0107,0.01572,0.0,,,
2025-12-21,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,24.66,25.69,83.5,5006,68,0.0144,5.4,0.38,0,0,0,0,0,0.0,0.0,0.0,0,0,0,17,0,81.0,87.0,80,27,1.042,Limited,0,0,0,0,0,0,0,2.542,0,0.01601,0.01748,0.0,,,
2025-12-22,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,20.88,21.79,70.81,4170,50,0.01164,5.37,0.44,0,0,0,0,0,0.0,0.0,0.0,0,0,0,27,0,67.1,87.0,65,20,1.043,Limited,0,1,1,0,0,0,0,2.917,0,0.01323,0.01384,0.206,,,
2025-12-23,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,24.77,25.95,84.33,4694,76,0.01449,5.58,0.34,1,0,1,2,1,45.74,148.65,1.763,0,0,0,18,0,71.7,87.0,78,20,1.048,Limited,0,0,0,0,0,0,0,2.328,1,0.01152,0.01527,2.3,,,
2025-12-24,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,26.23,25.81,83.89,5294,78,0.01428,5.29,0.33,1,0,1,1,1,90.93,295.53,3.523,0,0,0,26,0,74.7,87.0,73,27,0.984,Limited,0,0,0,0,0,0,0,2.24,1,0.0161,0.01413,2.416,,,
2025-12-25,Meta,act_5942859575,Kuwait,KWD,3.25,C_EIW1XF26,AS_IFU6FD6Y,AD_I5SKOEWQ,CR_S0J8HT9L,AU_82MUX4B0,Retail,Sales,TOF,Mobile,Feed,Lowest Cost,22.02,21.77,70.75,4328,53,0.01364,5.46,0.41,0,0,0,0,0,0.0,0.0,0.0,0,0,0,14,0,81.1,87.0,67,23,0.989,Limited,0,0,0,0,0,0,0,2.205,0,0.01164,0.01309,0.0,,,
