date,platform,account_id,geo,currency,fx_to_usd,campaign_id,adset_id,ad_id,creative_id,audience_id,vertical,objective,funnel_stage,device,placement,bid_strategy,daily_budget,spend,spend_usd,impressions,clicks,ctr,cpm,cpc,conversions_total,leads,purchases,add_to_cart,initiate_checkout,revenue,revenue_usd,roas,video_views,video_2s_views,video_6s_views,engagements,installs,emq_score,pixel_health_score,signal_strength_score,creative_fatigue_score,budget_pacing_ratio,learning_phase,roas_alert,emq_degraded_flag,anomaly_flag,auto_resolve_applied,conv_1d_click,conv_7d_click,conv_1d_view,label_next_7d_roas,label_next_7d_conversions,predicted_ctr,predicted_cvr,predicted_roas,search_impr_share,quality_score,avg_position_est
2025-12-09,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,20.59,20.62,5.67,4089,56,0.01273,4.78,0.37,1,0,1,2,1,86.74,23.83,4.206,0,0,0,25,0,68.3,87.0,77,57,1.002,Limited,0,1,0,0,0,0,0,1.565,0,0.01301,0.01461,4.494,,,
2025-12-10,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,27.94,30.08,8.26,6004,62,0.01123,4.91,0.49,0,0,0,0,0,0.0,0.0,0.0,0,0,0,22,0,68.0,87.0,79,69,1.077,Limited,0,1,0,0,0,0,0,2.276,0,0.01162,0.00866,0.0,,,
2025-12-11,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,28.66,26.49,7.28,5638,75,0.01196,4.87,0.35,0,0,0,0,0,0.0,0.0,0.0,0,0,0,20,0,77.4,87.0,79,58,0.924,Limited,0,0,0,0,0,0,0,2.151,0,0.01086,0.00644,0.0,,,
2025-12-12,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,28.81,29.53,8.11,5608,68,0.01096,4.92,0.43,2,0,2,4,2,325.93,89.54,11.038,0,0,0,24,0,80.0,87.0,69,64,1.025,Limited,0,0,0,0,1,1,0,2.278,1,0.01038,0.00919,9.928,,,
2025-12-13,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,25.3,29.31,8.05,5476,58,0.01011,5.02,0.51,0,0,0,0,0,0.0,0.0,0.0,0,0,0,18,0,69.2,87.0,76,61,1.159,Limited,0,0,0,0,0,0,0,1.807,0,0.01039,0.01014,0.024,,,
2025-12-14,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,22.98,22.57,6.2,4511,43,0.00938,4.73,0.52,0,0,0,0,0,0.0,0.0,0.0,0,0,0,24,0,70.2,87.0,82,65,0.982,Limited,0,0,0,0,0,0,0,2.737,0,0.00996,0.00416,0.062,,,
2025-12-15,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,23.79,23.46,6.45,4718,46,0.0088,5.02,0.51,1,0,1,1,1,76.63,21.05,3.266,0,0,0,15,0,71.6,87.0,69,71,0.986,Limited,0,0,0,0,0,0,0,1.543,0,0.0084,0.01072,3.626,,,
2025-12-16,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,28.33,29.65,8.15,5895,39,0.00689,4.83,0.76,0,0,0,0,0,0.0,0.0,0.0,0,0,0,19,0,62.4,87.0,78,76,1.046,Limited,0,0,0,0,0,0,0,1.354,0,0.00763,0.00688,0.125,,,
2025-12-17,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,20.84,19.27,5.29,3857,58,0.0135,4.89,0.33,0,0,0,0,0,0.0,0.0,0.0,0,0,0,31,0,69.9,87.0,69,66,0.924,Limited,0,0,0,0,0,0,0,2.491,0,0.01373,0.0084,0.0,,,
2025-12-18,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,26.83,30.62,8.41,6994,57,0.00875,4.75,0.54,0,0,0,0,0,0.0,0.0,0.0,0,0,0,23,0,78.6,87.0,86,69,1.141,Limited,1,0,0,1,0,0,0,2.546,0,0.00854,0.00847,0.0,,,
2025-12-19,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,22.63,27.6,7.58,5623,43,0.00862,4.74,0.64,1,0,1,2,1,118.01,32.42,4.276,0,0,0,22,0,74.9,87.0,70,66,1.22,Limited,0,0,0,0,0,0,0,1.577,1,0.00839,0.00688,4.163,,,
2025-12-20,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,21.07,23.65,6.5,5147,50,0.01027,4.75,0.47,1,0,1,2,1,69.89,19.2,2.955,0,0,0,18,0,77.5,87.0,68,63,1.122,Limited,0,0,0,0,0,0,0,1.374,1,0.0094,0.01779,3.241,,,
2025-12-21,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,24.84,28.98,7.96,6249,74,0.01111,4.99,0.39,1,0,1,2,1,156.47,42.99,5.4,0,0,0,22,0,65.9,87.0,80,66,1.166,Limited,0,0,0,0,0,0,0,1.844,0,0.00996,0.00919,5.7,,,
2025-12-22,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,28.09,29.75,8.17,6236,80,0.01237,5.04,0.37,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25,0,75.7,87.0,85,69,1.059,Limited,1,0,0,1,0,0,0,1.132,0,0.01484,0.0119,0.0,,,
2025-12-23,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,21.15,21.27,5.84,4743,38,0.00863,4.75,0.56,0,0,0,0,0,0.0,0.0,0.0,0,0,0,14,0,68.5,87.0,73,66,1.006,Limited,0,1,0,0,0,0,0,1.427,0,0.00926,0.0134,0.031,,,
2025-12-24,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,21.15,20.53,5.64,4325,44,0.0117,4.89,0.47,1,0,1,1,1,91.93,25.26,4.478,0,0,0,19,0,74.8,87.0,81,67,0.971,Limited,0,0,0,0,0,0,0,2.544,1,0.0118,0.01388,4.472,,,
2025-12-25,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,24.97,25.86,7.1,4889,56,0.0106,5.06,0.46,0,0,0,0,0,0.0,0.0,0.0,0,0,0,15,0,54.5,87.0,73,71,1.036,Limited,0,0,0,0,0,0,0,1.277,0,0.0094,0.01096,0.0,,,
2025-12-26,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,21.59,21.34,5.86,4538,35,0.00818,5.03,0.61,0,0,0,0,0,0.0,0.0,0.0,0,0,0,15,0,69.1,87.0,70,71,0.988,Limited,0,1,0,1,0,0,0,1.858,0,0.00963,0.0144,0.0,,,
2025-12-27,Meta,act_5942859575,Qatar,QAR,0.274725,C_EIW1XF26,AS_APJ2GEJR,AD_275PKACD,CR_JC616I76,AU_CQURTAEB,Retail,Sales,TOF,Mobile,Feed,Bid Cap,21.82,23.13,6.36,4985,64,0.01157,4.72,0.36,0,0,0,0,0,0.0,0.0,0.0,0,0,0,20,0,67.5,87.0,81,69,1.06,Limited,0,0,0,0,0,0,0,1.189,0,0.01137,0.00908,0.0,,,
